project_code,project_name,sector,agency,state,physical_progress_pct,pace_pct_per_month,risk_score,risk_tier,cost_original_cr,cost_final_expected_cr,cost_variance_cr,cost_variance_pct,cost_estimate_confidence,date_approval,date_original,date_revised,date_agency_says,date_projected_p50,date_projected_p80,date_confidence,prob_finish_3mo_pct,prob_finish_12mo_pct,slip_declared_mo,slip_p50_mo,slip_p80_mo,benchmark_status,cohort_basis,why
N24002193,CONSTRUCTION OF 4 LANE ROB AND ITS APPROACHES AT THE LEVEL OF CROSSING (L C NO. 29-B) OF KM 29 (EKAN,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,28.0,3.21,6.9,Low,201.1,201.1,0.0,0.0,moderate,Mar-2023,Jul-2026,,Jul-2026,Jul-2029,Oct-2031,extrapolation - unverifiable beyond 1 year,0.2,0.6,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N24002180,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 166.100 TO KM,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,8.0,0.0,6.9,Low,734.6,734.6,0.0,0.0,moderate,Sep-2021,Jul-2026,,Jul-2026,Jul-2029,Oct-2031,extrapolation - unverifiable beyond 1 year,0.4,1.4,0.0,36.0,64.0,within benchmark range,sector,no physical progress for 7 consecutive reports; pace is 0% of what the current date needs
N22000120,RATLAM-MHOW-KHANDWA-AKOLA (GC),RAILWAYS,WR,MADHYA PRADESH,80.0,0.06,6.9,Low,3503.7,6203.5,2699.8,77.1,moderate,Apr-2008,Feb-2027,Feb-2027,Feb-2027,Nov-2027,Apr-2032,extrapolation - unverifiable beyond 1 year,2.2,8.4,0.0,9.0,62.0,within benchmark range,sector,agency anticipates +9% over approved cost; no physical progress for 8 consecutive reports; pace is 6% of what the current date needs
N24002159,REHABILITATION AND UP-GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 36.460 (TOTAL LENGH: 11.210 KM),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,TRIPURA,16.6,1.18,6.9,Low,174.4,174.4,0.0,0.0,moderate,Feb-2020,Mar-2026,,Mar-2026,Mar-2029,Jul-2031,extrapolation - unverifiable beyond 1 year,0.3,1.3,0.0,36.0,64.0,within benchmark range,sector,pace is 13% of what the current date needs
N04000113,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT.,CIVIL AVIATION,AAI,UTTAR PRADESH,13.0,1.35,6.8,Low,579.0,579.0,0.0,0.0,moderate,Jun-2024,Jul-2026,,Jul-2026,May-2029,Oct-2031,extrapolation - unverifiable beyond 1 year,0.2,0.6,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 20% of what the current date needs
N24001693,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,0.0,0.0,6.8,Low,1751.2,1757.3,6.1,0.3,moderate,Sep-2021,Oct-2024,,Oct-2024,Oct-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,1.5,6.0,0.0,36.0,64.0,within benchmark range,sector,8 months past original date; no physical progress for 9 consecutive reports
N18000346,KHAWDA 1255MW SOLAR PROJECT (KHAWDA SOLAR PARK),POWER,NTPC,GUJARAT,89.0,9.89,6.8,Low,7179.5,7235.8,56.3,0.8,moderate,Sep-2022,Sep-2024,Feb-2026,Feb-2026,Jun-2027,Oct-2028,extrapolation - unverifiable beyond 1 year,1.1,4.3,17.0,33.0,49.0,within benchmark range,sector,9 months past original date
N24002077,CONSTRUCTION OF (I) 4-LANE HIGHWAY FROM VIDISHA TO HINOTIYA FROM KM. 0.000 TO KM. 27.000 (LENGTH=27,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,53.9,3.89,6.8,Low,1000.6,1000.6,0.0,0.0,moderate,Sep-2022,Dec-2025,,Dec-2025,Dec-2028,Apr-2031,extrapolation - unverifiable beyond 1 year,0.1,0.6,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N24001929,CONSTRUCTION OF 4-LANE GREEN FIELD HIGHWAY FROM KM. 35.000 TO KM. 49.155 OF NH-731A WITH PAVED SHOUL,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,98.0,3.72,6.7,Low,697.7,697.7,0.0,0.0,moderate,Jan-2022,Oct-2025,,Oct-2025,Oct-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,14.0,45.3,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N24001981,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,19.1,1.56,6.7,Low,1398.8,1398.8,0.0,0.0,moderate,Jul-2022,Oct-2025,,Oct-2025,Oct-2028,Jan-2031,extrapolation - unverifiable beyond 1 year,0.3,1.3,0.0,36.0,64.0,within benchmark range,sector,pace is 8% of what the current date needs
N16000491,"CGD PROJECT AT EAST MEDNIPORE, WEST MEDNIPORE AND JHARGRAM DISTRICTS",PETROLEUM,IOCL,WEST BENGAL,2.1,0.09,6.7,Low,609.0,609.0,0.0,0.0,moderate,Mar-2022,Mar-2030,,Jun-2031,Jun-2031,May-2033,extrapolation - unverifiable beyond 1 year,2.0,7.9,0.0,15.0,39.0,within benchmark range,sector,agency's own forecast is 15 months past its approved date; pace is 5% of what the current date needs
N24002241,"IMPROVEMENT AND UP-GRADATION OF NH-227B (84 KOSI PARIKRAMA MARG) PACKAGE ?III, FROM KM.47.800 (GOSAI",ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,3.0,3.0,6.7,Low,588.0,588.0,0.0,0.0,moderate,Mar-2022,Nov-2026,,Nov-2026,Nov-2029,Mar-2032,extrapolation - unverifiable beyond 1 year,0.3,1.2,0.0,36.0,64.0,within benchmark range,sector,spend outruns works by 15pp
N24000980,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,,0.22,6.7,Low,298.3,298.3,0.0,0.0,moderate,Oct-2016,Feb-2019,,Feb-2019,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),16.1,50.5,0.0,76.9,83.0,exhausted - already later than the typical completed project,sector,6.3y past original commissioning date
N22000575,4TH LINE - BHILAI-BHILAI NAGAR (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,SECR,CHHATTISGARH,2.0,0.22,6.7,Low,169.1,177.3,8.2,4.8,moderate,Sep-2022,Sep-2026,,Sep-2026,Jun-2027,Nov-2031,extrapolation - unverifiable beyond 1 year,0.8,3.3,0.0,9.8,62.0,within benchmark range,sector,agency anticipates +5% over approved cost; pace is 3% of what the current date needs
N24002029,WIDENING TO FOUR LANE WITH PAVED SHOULDER FROM DESIGN KM.49.200 TO KM.89.285 OF NH-731B ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,47.0,3.06,6.6,Low,917.9,956.3,38.4,4.2,moderate,Mar-2022,Jan-2026,,Jan-2026,Jan-2029,May-2031,extrapolation - unverifiable beyond 1 year,0.2,0.7,0.0,36.0,64.0,within benchmark range,sector,pace is 41% of what the current date needs; spend outruns works by 17pp
N24002033,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,32.3,2.19,6.6,Low,909.5,909.5,0.0,0.0,moderate,Jul-2022,Dec-2025,,Dec-2025,Dec-2028,Apr-2031,extrapolation - unverifiable beyond 1 year,0.5,1.9,0.0,36.0,64.0,within benchmark range,sector,pace is 19% of what the current date needs
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART- C,POWER,PGCIL,RAJASTHAN,18.6,2.08,6.6,Low,2227.0,2227.0,0.0,0.0,moderate,Aug-2024,Aug-2026,,Aug-2026,May-2029,Aug-2030,extrapolation - unverifiable beyond 1 year,0.2,0.8,0.0,33.0,49.0,within benchmark range,sector,pace is 36% of what the current date needs
N04000112,"DARBHANGA:DEVELOPMENT OF NEW CIVIL ENCLAVE AT DARBHANGA, BIHAR. SH- CONSTRUCTION OF NEW TERMINAL BUI",CIVIL AVIATION,AAI,BIHAR,20.8,2.25,6.6,Low,911.7,911.7,0.0,0.0,moderate,Jul-2024,Jul-2026,,Jul-2026,May-2029,Oct-2031,extrapolation - unverifiable beyond 1 year,0.1,0.5,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 37% of what the current date needs
N04000115,BAGDOGRA AIRPORT: DEVELOPMENT OF NEW CIVIL ENCLAVE AT BAGDOGRA AIRPORT. SUB-HEAD : CONSTRUCTION OF N,CIVIL AVIATION,AAI,WEST BENGAL,9.6,1.01,6.6,Low,1549.0,1549.0,0.0,0.0,moderate,Aug-2024,Mar-2027,,Mar-2027,Dec-2029,Jun-2032,extrapolation - unverifiable beyond 1 year,0.1,0.5,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 23% of what the current date needs
N24001952,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,95.0,4.55,6.6,Low,285.5,285.5,0.0,0.0,moderate,Mar-2022,Aug-2025,,Aug-2025,Aug-2028,Dec-2030,extrapolation - unverifiable beyond 1 year,3.3,12.6,0.0,36.0,64.0,within benchmark range,sector,no physical progress for 3 consecutive reports
N24002148,PADERU BYPASS (KM 0+000 TO KM 13+000) OF 2- LANE WITH PAVED SHOULDER ON NH-516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,0.0,0.0,6.6,Low,244.4,244.4,0.0,0.0,moderate,Mar-2023,Mar-2024,,Feb-2026,Mar-2027,Jul-2029,extrapolation - unverifiable beyond 1 year,0.8,3.2,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 23 months past its approved date; 15 months past original date; no physical progress for 9 consecutive reports
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,90.0,-1.13,6.5,Low,290.2,236.2,-54.0,-18.6,moderate,Nov-2016,May-2017,,Nov-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),20.4,59.9,0.0,98.0,104.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 90 months past its approved date; 8.1y past original commissioning date; no physical progress for 4 consecutive reports
N06000217,EXPANSION PROJECT AMRAPALI OCP,COAL,CCL,JHARKHAND,43.0,1.5,6.5,Low,5136.2,5136.2,0.0,0.0,moderate,Aug-2020,Mar-2028,,Mar-2028,Dec-2030,Jun-2033,extrapolation - unverifiable beyond 1 year,1.1,4.2,0.0,34.0,63.8,within benchmark range,all-sector fallback,elevated risk on combined profile
N16000509,POWER SYSTEM UPGRADATION PROJECT,PETROLEUM,MANGALORE REFIN,KARNATAKA,59.7,3.2,6.4,Low,385.0,385.0,0.0,0.0,moderate,Oct-2023,Feb-2026,,Feb-2026,Mar-2027,Mar-2029,extrapolation - unverifiable beyond 1 year,0.2,0.9,0.0,13.0,37.0,within benchmark range,sector,elevated risk on combined profile
N42000005,CONSTRUCTION OF PERMANENT CAMPUS FOR INDIAN INSTITUTE OF TECHNOLOGY TIRUPATI AT MERLAPAKA VILLAGE YE,DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,ANDHRA PRADESH,95.0,0.0,6.4,Low,655.3,655.3,0.0,0.0,moderate,Feb-2019,Jun-2020,,Jun-2020,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,9.0,31.5,0.0,61.0,67.0,exhausted - already later than the typical completed project,all-sector fallback,5.0y past original commissioning date; no physical progress for 9 consecutive reports
N24001811,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH-154) (PACKAGE-IB),ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,100.0,0.25,6.3,Low,583.9,770.0,186.1,31.9,moderate,Apr-2021,Jun-2024,,May-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),25.0,68.3,0.0,13.0,19.0,within benchmark range,sector,agency's own forecast is 11 months past its approved date; 12 months past original date
N10000013,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PAN,MINES,NALCO,ODISHA,89.4,0.47,6.3,Low,483.0,495.0,12.0,2.5,moderate,Nov-2017,Apr-2021,May-2026,May-2026,May-2026,Oct-2026,extrapolation - unverifiable beyond 1 year,2.5,9.5,61.0,61.0,67.0,exhausted - already later than the typical completed project,all-sector fallback,agency anticipates +2% over approved cost; 4.2y past original commissioning date; pace is 49% of what the current date needs
N16000386,BARAUNI REFINERY CAPACITY EXPANSION FROM 6.0 TO 9.0 MMTPA,PETROLEUM,IOCL,BIHAR,89.0,1.03,6.3,Low,14810.0,18113.0,3303.0,22.3,moderate,Jan-2020,Apr-2023,Aug-2026,Aug-2026,Aug-2026,Jan-2027,extrapolation - unverifiable beyond 1 year,1.9,7.5,40.0,40.0,46.0,exhausted - already later than the typical completed project,sector,2.2y past original commissioning date
N24000990,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,90.1,0.39,6.3,Low,294.1,294.1,0.0,0.0,moderate,Feb-2018,Nov-2019,,Nov-2019,Jul-2025,Dec-2025,extrapolation - unverifiable beyond 1 year,8.3,29.2,0.0,68.0,74.0,exhausted - already later than the typical completed project,sector,5.6y past original commissioning date
N24001996,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER HIGHWAY FROM DESIGN CH.0.000 TO CH.49.2OO OF NH- 731B ON,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,81.0,4.17,6.3,Low,640.2,602.8,-37.4,-5.8,moderate,Mar-2022,Nov-2025,,Nov-2025,Nov-2028,Mar-2031,extrapolation - unverifiable beyond 1 year,0.4,1.4,0.0,36.0,64.0,within benchmark range,sector,elevated risk on combined profile
N06000233,RAMPUR BATURA OC (4.0 MTY),COAL,SECL,MADHYA PRADESH,44.0,0.0,6.2,Low,1248.9,1248.9,0.0,0.0,moderate,Jul-2019,Mar-2026,,Mar-2026,Dec-2028,Jun-2031,extrapolation - unverifiable beyond 1 year,0.8,3.1,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24000584,4-LANNING OF NH17 AND NEW NO. NH66 FROM KM 161/600 TO 205/400 UNDER HYBRID ANNUITY MODE,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,95.2,0.0,6.2,Low,1142.6,1907.0,764.4,66.9,moderate,Mar-2016,,,Dec-2023,Jul-2025,Oct-2027,extrapolation - unverifiable beyond 1 year,13.2,43.3,0.0,,,within benchmark range,sector,no physical progress for 9 consecutive reports
N24001915,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,ROAD TRANSPORT AND HIGHWAYS,BRO,HIMACHAL PRADESH,28.0,0.94,6.1,Low,230.5,230.5,0.0,0.0,moderate,Mar-2021,Jun-2026,,Jun-2026,Jun-2029,Oct-2031,extrapolation - unverifiable beyond 1 year,0.4,1.7,0.0,36.0,64.0,within benchmark range,sector,pace is 16% of what the current date needs
N24002014,UPGRADATION AND STRENGTHENING TO 2 LANE PS FROM KM 95/500 TO KM 129/775 OF NH 168 G IDAR BHILODA SA,ROAD TRANSPORT AND HIGHWAYS,MORTH,GUJARAT,0.0,0.0,6.1,Low,237.3,237.3,0.0,0.0,moderate,Sep-2022,Dec-2023,Dec-2025,Dec-2025,Dec-2026,Apr-2029,extrapolation - unverifiable beyond 1 year,0.6,2.5,24.0,36.0,64.0,within benchmark range,sector,18 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N06000243,EPR ROHINI KARKATA OCP,COAL,CCL,JHARKHAND,18.0,0.7,6.1,Low,1020.4,1020.4,0.0,0.0,moderate,Jan-2021,Mar-2028,,Mar-2028,Dec-2030,Jun-2033,extrapolation - unverifiable beyond 1 year,0.9,3.6,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 28% of what the current date needs
N06000245,EXPANSION OF KONAR OCP,COAL,CCL,JHARKHAND,32.0,0.0,6.1,Low,799.3,799.3,0.0,0.0,moderate,Jan-2022,Mar-2032,,Mar-2032,Dec-2034,Jun-2037,extrapolation - unverifiable beyond 1 year,0.9,3.6,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs; spend outruns works by 20pp
N24001771,SIX LANE ACCESS CONTROLLED OF DELHI SAHARANPUR HIGHWAY FROM AKSHARDHAM NH 9 JUNCTION TO DELHI UP BOR,ROAD TRANSPORT AND HIGHWAYS,NHAI,DELHI,99.0,0.17,6.1,Low,1479.2,1479.2,0.0,0.0,moderate,Jun-2020,Dec-2024,,Dec-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),30.8,77.1,0.0,7.0,13.0,within benchmark range,sector,6 months past original date; no physical progress for 7 consecutive reports
N22000579,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,RAILWAYS,SECR,CHHATTISGARH,0.0,0.0,6.1,Low,167.6,167.6,0.0,0.0,moderate,Sep-2022,Sep-2026,,Sep-2026,Jul-2027,Nov-2031,extrapolation - unverifiable beyond 1 year,0.5,1.8,0.0,10.0,62.0,within benchmark range,sector,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001903,REHABILITATION AND UP-GRADATION OF MUDKHED TO NANDED SECTION FROM KM. 372+000 TO KM 388+400 OF NH 16,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,10.0,1.11,6.1,Low,206.5,206.5,0.0,0.0,moderate,Aug-2022,Apr-2025,,Apr-2025,Apr-2028,Aug-2030,extrapolation - unverifiable beyond 1 year,1.9,7.5,0.0,36.0,64.0,within benchmark range,sector,2 months past original date
N06000216,REVISED PROJECT REPORT MAGADH EXPANSION OCP,COAL,CCL,JHARKHAND,38.0,1.56,6.1,Low,7254.4,7254.4,0.0,0.0,moderate,Aug-2020,Mar-2028,,Mar-2028,Dec-2030,Jun-2033,extrapolation - unverifiable beyond 1 year,1.0,3.8,0.0,34.0,63.8,within benchmark range,all-sector fallback,elevated risk on combined profile
N24001739,REHABILITATION AND UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,100.0,0.39,6.1,Low,1779.8,2200.0,420.2,23.6,moderate,Oct-2019,Nov-2023,Dec-2024,Dec-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),31.6,78.1,13.0,20.0,26.0,within benchmark range,sector,agency anticipates +24% over approved cost; 19 months past original date
N16000528,PIPELINE NETWORK PROJECT RUDRASAGAR,PETROLEUM,ONGC,ASSAM,46.3,1.18,6.0,Low,345.0,345.0,0.0,0.0,moderate,Jan-2023,Apr-2026,,Apr-2026,May-2027,May-2029,extrapolation - unverifiable beyond 1 year,0.3,1.0,0.0,13.0,37.0,within benchmark range,sector,pace is 22% of what the current date needs
N24001166,WIDENING TWO LANE WITH PAVED SHOULDERS FROM FROM KM.56.00 TO 106.00 OF NH-218 (218-KNT-2014-15- 775),ROAD TRANSPORT AND HIGHWAYS,MORTH,KARNATAKA,98.0,0.0,6.0,Low,159.1,159.1,0.0,0.0,moderate,Mar-2015,Jan-2016,,Jul-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),30.3,76.3,0.0,114.0,120.0,exhausted - already later than the typical completed project,sector,agency's own forecast is 102 months past its approved date; 9.4y past original commissioning date
N24001842,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,50.8,3.12,6.0,Low,750.8,750.8,0.0,0.0,moderate,Dec-2022,Nov-2025,,Nov-2025,Nov-2028,Mar-2031,extrapolation - unverifiable beyond 1 year,0.1,0.5,0.0,36.0,64.0,within benchmark range,sector,pace is 32% of what the current date needs
N06000241,EPR TAPIN SOUTH OCP,COAL,CCL,JHARKHAND,18.3,0.0,6.0,Low,230.4,230.4,0.0,0.0,moderate,Nov-2020,Mar-2028,,Mar-2028,Dec-2030,Jun-2033,extrapolation - unverifiable beyond 1 year,0.8,3.2,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N06000237,KOTRE BASANTPUR PACHMO OCP,COAL,CCL,JHARKHAND,41.0,1.39,6.0,Low,861.1,625.4,-235.7,-27.4,moderate,Aug-2020,Mar-2032,,Mar-2032,Dec-2034,Jun-2037,extrapolation - unverifiable beyond 1 year,1.1,4.3,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 5 consecutive reports; spend outruns works by 30pp
N24001991,ACCESS ROAD/BRIDGE CONNECTIVITY FROM NH-09 AT KM.40 NEAR JAGBUDA BRIDGE (INDIA) TO BOUNDARY PILLAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTARAKHAND,71.8,1.97,6.0,Low,314.3,314.3,0.0,0.0,moderate,May-2022,Sep-2024,Nov-2026,Nov-2026,Sep-2027,Jan-2030,extrapolation - unverifiable beyond 1 year,0.4,1.7,26.0,36.0,64.0,within benchmark range,sector,9 months past original date; date already moved 3x in 10 months
N24001450,DABOKA KATHKATI PACKAGE-6,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,100.0,2.13,6.0,Low,625.6,625.6,0.0,0.0,moderate,Sep-2021,Jul-2024,,May-2025,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),35.3,82.4,0.0,12.0,18.0,within benchmark range,sector,agency's own forecast is 10 months past its approved date; 11 months past original date; no physical progress for 3 consecutive reports
N24000981,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 180.60 TO KM 223.00 OF NH-63 ON NIZ,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,,0.0,5.9,Low,248.8,248.8,0.0,0.0,moderate,Oct-2016,Mar-2019,,Mar-2019,Apr-2026,Oct-2026,extrapolation - unverifiable beyond 1 year,8.2,28.9,0.0,85.0,91.0,exhausted - already later than the typical completed project,sector,6.3y past original commissioning date
N28000109,CONSTRUCTION OF 726 NOS RESIDENTIAL QUARTERS CHENNAI,FINANCE,CPWD FOR FINANC,TAMIL NADU,100.0,0.0,5.9,Low,348.8,348.8,0.0,0.0,moderate,Nov-2017,Nov-2021,,Nov-2022,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),50.4,93.9,0.0,44.0,50.0,exhausted - already later than the typical completed project,all-sector fallback,agency's own forecast is 12 months past its approved date; 3.6y past original commissioning date; no physical progress for 9 consecutive reports
N24002049,PKG NAME: 4L OF KATHLIGHAT TO SHAKRAL VILLAGE FROM KM 128.835 TO KM 146.300 OF NH- 5 (SHIMLA BYPASS,ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,14.5,0.0,5.9,Low,1703.5,2278.0,574.5,33.7,moderate,Mar-2022,Apr-2026,,Apr-2026,Apr-2029,Aug-2031,extrapolation - unverifiable beyond 1 year,0.2,0.7,0.0,36.0,64.0,within benchmark range,sector,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N06000171,REORGANISATION OF BHARATPUR OCP EXPANSION,COAL,MCL,ODISHA,47.4,0.37,5.8,Low,2838.9,2838.9,0.0,0.0,moderate,Nov-2018,Mar-2029,,Mar-2029,Dec-2031,Jun-2034,extrapolation - unverifiable beyond 1 year,2.4,9.3,0.0,34.0,63.8,within benchmark range,all-sector fallback,pace is 32% of what the current date needs; spend outruns works by 17pp
N06000258,GOLETI OPENCAST MINE,COAL,SCCL,TELANGANA,20.0,0.11,5.8,Low,345.6,345.6,0.0,0.0,moderate,Jul-2021,Mar-2026,,Mar-2026,Dec-2028,Jun-2031,extrapolation - unverifiable beyond 1 year,1.4,5.7,0.0,34.0,63.8,within benchmark range,all-sector fallback,no physical progress for 3 consecutive reports; pace is 1% of what the current date needs
N06000219,ADASA UG TO OC (1.50 MTY),COAL,WCL,MAHARASHTRA,78.0,0.0,5.8,Low,333.4,333.4,0.0,0.0,moderate,Nov-2018,Mar-2024,Mar-2025,Mar-2025,Dec-2026,Jun-2029,extrapolation - unverifiable beyond 1 year,6.0,22.0,12.0,34.0,63.8,within benchmark range,all-sector fallback,agency anticipates +6% over approved cost; 15 months past original date; no physical progress for 9 consecutive reports
N24002207,MAJOR BRIDGE OVER MIDDLE STRAIT CREEK,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ANDAMAN AND NICOBAR ISLANDS,5.2,1.05,5.8,Low,371.8,208.0,-163.8,-44.1,moderate,Dec-2024,Feb-2026,,Feb-2026,Feb-2029,Jun-2031,extrapolation - unverifiable beyond 1 year,0.4,1.5,0.0,36.0,64.0,within benchmark range,sector,pace is 9% of what the current date needs
N24002196,CONSTRUCTION OF BHABHUA BYPASS FROM CH. 10+800(DESIGN CH. 10+800) TO CH. 19+860 (DESIGN CH. 18+150),ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,0.0,-0.0,5.8,Low,179.9,179.9,0.0,0.0,moderate,Feb-2022,Mar-2026,,Jul-2026,Mar-2029,Jul-2031,extrapolation - unverifiable beyond 1 year,0.2,1.0,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 4 months past its approved date; no physical progress for 3 consecutive reports
N24001891,BALANCE WORK OF REHABILITATION AND UP-GRADATION TO NH-166F FROM MAHAD JUNCTION (AT KM 123/400 ON NH-,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,60.0,0.04,5.7,Low,256.5,256.5,0.0,0.0,moderate,Jul-2021,Nov-2023,,Mar-2024,Nov-2026,Mar-2029,extrapolation - unverifiable beyond 1 year,12.1,40.4,0.0,36.0,64.0,within benchmark range,sector,agency's own forecast is 4 months past its approved date; 19 months past original date
N24001830,SIX LANE ACCESS CONTROLLED OF DELHI SAHARANPUR HIGHWAY FROM DELHI UP BORDER TO EPE JUNCTION CH.14.75,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,99.0,0.11,5.7,Low,2002.8,2002.8,0.0,0.0,moderate,Jun-2020,Nov-2023,Dec-2024,Dec-2024,Jul-2025,Jan-2026,near-term - validated (avg error ~6 months),22.0,63.1,13.0,20.0,26.0,within benchmark range,sector,19 months past original date; no physical progress for 8 consecutive reports
