project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N24001988,6L OF CHITTOOR TO THATCHUR FROM KUMARAJAPET TO VEERA KAVERI RAJA PURAM FROM KM 43.800 TO KM 61.380 O,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,703.0,70.95,8.5,Low,elevated risk on combined profile
N22000608,GC OF NATHDWARA - DEVGARH MADARIYA (82.5KM),RAILWAYS,NWR,RAJASTHAN,968.92,42.0,8.5,Low,elevated risk on combined profile
N06000183,GANDHIGRAM UG MINE,COAL,WCL,MADHYA PRADESH,414.16,28.0,8.5,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001824,RENIGUNTA - POYYA - NAIDUPETA KM 124.60 TO KM 183.4 OF NH 71 - N/04027/06001/AP,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1863.09,98.76,8.4,Low,"agency anticipates +20% over approved cost; 17 months past original date; already past planned completion, no revised pace available"
N24002201,IMPROVEMENT AND UP-GRADATION TO TWO LANE WITH PAVED SHOULDER/FOUR LANE CONFIGURATION FROM EXISTING K,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,974.19,14.0,8.4,Low,spend outruns works by 49pp
N42000007,"CONSTRUCTION OF PERMANENT CAMPUS FOR IISER AT JANGALAPALLI VILLAGE, YERPEDU MANDAL, CHITTOOR DISTRIC",DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,ANDHRA PRADESH,656.39,100.0,8.4,Low,agency's own forecast is 21 months past its approved date; 2.7y past original commissioning date; no physical progress for 9 consecutive reports
N22000515,KALYAN-MURBAD VIA ULHASNAGAR (UMBRELLA WORK),RAILWAYS,CR,MAHARASHTRA,836.12,0.0,8.3,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N22000577,4TH LINE - RAJNANDGAON- DONGARHGARH (31.2 KM) (PB#72/NR/2022-23),RAILWAYS,SECR,CHHATTISGARH,328.34,20.0,8.3,Low,pace is 31% of what the current date needs
N24002082,IMPROVEMENT OF GEOMETRICS OF THONDUPALLY TO KOTHUR FROM KM 22.300 TO KM 34.14 OF NH-44-RCW,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,541.58,0.0,8.3,Low,agency's own forecast is 16 months past its approved date; 9 months past original date; no physical progress for 9 consecutive reports
N06000242,EPR PUNDI OCP,COAL,CCL,JHARKHAND,713.35,21.0,8.2,Low,no physical progress for 9 consecutive reports
N16000486,CGD PROJECT AT DHARMAPURI AND KRISHNAGIRI DISTRICTS,PETROLEUM,IOCL,TAMIL NADU,501.0,5.3,8.2,Low,agency's own forecast is 9 months past its approved date; pace is 10% of what the current date needs; spend outruns works by 17pp
N24002024,DABOKA BYPASS OF DABOKA - PAROKHAOWA PKG -1,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,516.88,75.51,8.2,Low,elevated risk on combined profile
N28000124,BHOPAL METRO RAIL,URBAN DEVELOPMENT,MPMRCL,MADHYA PRADESH,6941.4,42.16,8.2,Low,2.3y past original commissioning date
N04000076,"CONSTRUCTION OF COMBINED OPERATIONAL OFFICES FOR DGCA, BCAS, AAIB, AERA AND AAI AT SAFDARJUNG AIRPOR",CIVIL AVIATION,AAI,DELHI,374.98,100.0,8.2,Low,"5.2y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N06000205,GHONSA EXPANSION DEEP OC,COAL,WCL,MAHARASHTRA,184.71,6.0,8.1,Low,agency's own forecast is 12 months past its approved date; agency anticipates +31% over approved cost; no physical progress for 9 consecutive reports
N24002002,WIDENING AND IMPROVEMENT OF EXISTING CARRIAGE WAY TO 2 LANE WITH PAVED SHOULDERS FROM KM. 86/160 TO,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,423.48,71.65,8.1,Low,"6 months past original date; already past planned completion, no revised pace available"
N06000199,PORDA CHIMTAPANI OCP (10 MTY),COAL,SECL,CHHATTISGARH,2310.12,10.0,8.0,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001278,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-I),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MIZORAM,206.88,100.0,8.0,Low,agency's own forecast is 23 months past its approved date; agency anticipates +6% over approved cost; 2.9y past original commissioning date
N24000753,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,698.81,100.0,8.0,Low,"agency's own forecast is 8 months past its approved date; 2.6y past original commissioning date; already past planned completion, no revised pace available"
N24002165,CONSTRUCTION OF BYPASS TO MADURAI - ACHAMBATHU - VIRATIPATHU IN KM 6/850 - 10/382 OF NH 49 EXTN. (NE,ROAD TRANSPORT AND HIGHWAYS,MORTH,TAMIL NADU,260.07,50.0,7.9,Low,elevated risk on combined profile
N24001555,"6 LANING OF EXISTING 4-LANE STRETCH FROM KALKALLU AT KM.454+000 TO GUNDLA POCHAMPALLY AT KM.471+000,",ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,955.49,35.96,7.9,Low,"5 months past original date; no physical progress for 3 consecutive reports; already past planned completion, no revised pace available"
N28000100,CONSTRUCTION OF ACADEMIC AND RESIDENTIAL COMPLEX UNDER PHASE-II FOR THE CAMPUS OF IIT PATNA,DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,BIHAR,496.0,100.0,7.8,Low,agency's own forecast is 79 months past its approved date; 8.0y past original commissioning date; no physical progress for 9 consecutive reports
N06000291,TIRAP OCP,COAL,CIL,ASSAM,289.46,0.0,7.8,Low,no physical progress for 3 consecutive reports; pace is 0% of what the current date needs; spend outruns works by 36pp
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,POWER,PGCIL,GUJARAT,4766.0,5.1,7.8,Low,pace is 17% of what the current date needs
N24002227,JESSAMI TO LAYNEN BRIDGE UKHRUL - JESSAMI PKG-7,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,164.89,9.78,7.8,Low,pace is 43% of what the current date needs
N06000222,DINESH (MAKARDHOKDA-III) OC (8.0 MTY),COAL,WCL,MAHARASHTRA,822.88,48.0,7.8,Low,agency anticipates +44% over approved cost; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N16000458,POLY BUTADIENE RUBBER PLANT AT PANIPAT,PETROLEUM,IOCL,HARYANA,2948.62,68.3,7.7,Low,3 months past original date
N24001819,6L OF VEERA KAVERI RAJA PURAM TO PONDAVAKKAM FROM KM 61.380 TO KM 96.040 OF NH 716B (PKG-III),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1102.63,97.26,7.7,Low,"agency anticipates +18% over approved cost; 5 months past original date; already past planned completion, no revised pace available"
N24002075,6L OF JODHPUR ROMANA (BATHINDA) - MANDI DABWALI (PUNJAB HARYANA BORDER) SECTION OF NH-54 FROM KM. 0.,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,757.0,98.75,7.7,Low,elevated risk on combined profile
N24000925,CONSTRUCTION OF MISSING LINKS (SINGLE LANE) IN LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA,ROAD TRANSPORT AND HIGHWAYS,MORTH,GUJARAT,394.44,87.0,7.7,Low,"4.6y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001845,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM NALLACHERUVU PALLI 96.300 KM. TO YERRAGUDIPADU 129.000,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1253.24,23.2,7.5,Low,pace is 9% of what the current date needs
N24001456,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF RADHAITA TO PILIBHIT SECTION OF 46.130 KM,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,212.96,100.0,7.5,Low,agency's own forecast is 11 months past its approved date; 16 months past original date; no physical progress for 4 consecutive reports
N24002119,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM DESIGN CHAINAGE KM 162.800 TO KM,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,562.45,25.0,7.5,Low,no physical progress for 5 consecutive reports; pace is 22% of what the current date needs
N24002017,DEVELOPMENT OF SIX LANE BASANWAHI-MARANGPURI OF NH 130 CD FROM KM.99+500 TO 124+661 UNDER RAIPUR VIS,ROAD TRANSPORT AND HIGHWAYS,NHAI,CHHATTISGARH,1307.16,36.23,7.5,Low,agency's own forecast is 11 months past its approved date; pace is 17% of what the current date needs
N24001821,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-III) FROM KM.127.000 TO KM 156.000 (BANGARUPALEM TO GUDIP,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1137.74,97.43,7.5,Low,"agency anticipates +13% over approved cost; 8 months past original date; already past planned completion, no revised pace available"
N22000085,TIDIVANAM-NAGARI (NL),RAILWAYS,SR,TAMIL NADU,3631.34,15.0,7.5,Low,8.7y past original commissioning date; pace is 17% of what the current date needs
N24001540,AKASH BRIDGE - JESSAMI SECTION PKG-2,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,152.11,100.0,7.4,Low,"4 months past original date; no physical progress for 3 consecutive reports; already past planned completion, no revised pace available"
N06000135,AMGAON OPENCAST PROJECT RCE,COAL,SECL,CHHATTISGARH,316.1,71.0,7.4,Low,5.3y past original commissioning date; pace is 36% of what the current date needs
N24001288,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA- BYPASS ROAD FROM DESIGN KM 0.00 TO KM 10.500 [D,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,NAGALAND,350.88,17.31,7.4,Low,3.2y past original commissioning date; pace is 37% of what the current date needs
N24001424,CONSTRUCTION OF FOUR-LANE ELEVATED VIADUCT FROM KM.4+634 TO KM.6+345 ON NH-24A INCLUDING RETAINING W,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,269.81,100.0,7.3,Low,agency's own forecast is 16 months past its approved date; 21 months past original date; no physical progress for 4 consecutive reports
N24001397,GOHA-KHELLANI PKG-3,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,JAMMU AND KASHMIR,433.08,100.0,7.3,Low,"2.3y past original commissioning date; already past planned completion, no revised pace available; date already moved 2x in 10 months"
N24001829,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH-83) INCLU,ROAD TRANSPORT AND HIGHWAYS,MORTH,TAMIL NADU,172.15,100.0,7.3,Low,"agency's own forecast is 6 months past its approved date; 7 months past original date; already past planned completion, no revised pace available"
N24001979,4L GREENFIELD ROAD CONNECTING NORTH AND SOUTH INDUSTRIAL CLUSTER OF KHANDALERU CREEK NEAR KRISHNAPAT,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,609.43,56.7,7.3,Low,pace is 27% of what the current date needs
N22000573,NIPANIA-BHATAPRA (14.4 KM) 4TH LINE (PB#72/NR/2022-23),RAILWAYS,SECR,CHHATTISGARH,170.49,2.0,7.2,Low,pace is 4% of what the current date needs
N24002202,MARREM KHULLEN TO JESSAMI SECTION IMPHAL- UKHRUL - JESSAMI PKG-6 (DESIGN CHAINAGE KM 95.700 TO KM 14,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,MANIPUR,554.66,15.0,7.2,Low,pace is 44% of what the current date needs
N24000726,SIX LANING OF BIHAR - JHARKHAND BORDER (CHORDAHA) TO GORHAR SECTION,ROAD TRANSPORT AND HIGHWAYS,NHAI,JHARKHAND,1155.16,73.0,7.2,Low,3.6y past original commissioning date; pace is 16% of what the current date needs
N24001455,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDERS THIRUVAYARU BYPASS IN BETWEEN EXISTING KM.55/926 TO 62/6,ROAD TRANSPORT AND HIGHWAYS,MORTH,TAMIL NADU,207.97,100.0,7.2,Low,agency's own forecast is 31 months past its approved date; 2.8y past original commissioning date; no physical progress for 3 consecutive reports
N24002166,FOUR LANING OF RAGHOGARH (DESIGN CH.29.300/EXISTING CH. 29.555) TO NANASA (DESIGN CH.92.971/EXISTING,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,799.2,35.1,7.2,Low,pace is 43% of what the current date needs
N24002031,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER FROM EXISTING KM.0.000 TO KM.55.610 (DESIGN KM. 0.000 T,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,773.58,44.0,7.2,Low,agency anticipates +9% over approved cost; spend outruns works by 24pp
N28000158,KOCHI METRO RAIL PROJECT PHASE II FROM JLN STADIUM TO INFOPARK VIA KAKKANAD,URBAN DEVELOPMENT,KMRCL,KERALA,1957.05,7.4,7.2,Low,pace is 15% of what the current date needs
N24001951,NH167AD FROM MACHERLA TO DACHEPALLI FROM KM.0.000 TO 43.659 TO 2LPS,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,403.22,98.82,7.1,Low,"5 months past original date; already past planned completion, no revised pace available"
N24001848,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM MALLAPALLE 176.000 KM. TO KAVULAKUNTLA 196.000 KM. PACK,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,909.02,23.44,7.1,Low,pace is 10% of what the current date needs
N06000247,EXPANSION OF ASHOK OCP,COAL,CCL,JHARKHAND,2898.28,20.0,7.1,Low,no physical progress for 3 consecutive reports; pace is 18% of what the current date needs
N24000997,REHABILITATION AND UP GRADATION FROM KM. 121/0 TO 154/0 OF NAKAREKAL ? MALLAMPALLY SECTION OF NH-365,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,192.67,96.0,7.0,Low,"5.9y past original commissioning date; already past planned completion, no revised pace available"
N24000247,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,295.47,82.76,7.0,Low,"8.3y past original commissioning date; already past planned completion, no revised pace available"
N22000574,4TH LINE - BHATAPARA-HATHBAND (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,SECR,CHHATTISGARH,177.03,2.0,7.0,Low,pace is 4% of what the current date needs
N22000485,ANUPPUR-KATNI,RAILWAYS,SECR,MADHYA PRADESH,1680.0,100.0,7.0,Low,agency's own forecast is 15 months past its approved date; agency anticipates +38% over approved cost; 3.5y past original commissioning date
N16000480,LAYING OF NATURAL GAS PIPELINE FROM HAZARIBAGH TO RANCHI,PETROLEUM,IOCL,JHARKHAND,202.07,42.95,7.0,Low,pace is 13% of what the current date needs
N24001092,SATARA TO MHASWAD,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,653.46,,6.9,Low,"agency's own forecast is 53 months past its approved date; 5.9y past original commissioning date; already past planned completion, no revised pace available"
N24002012,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40.00 TO KM 75.00 (EXISTING CHAINAGES) OF MANGALOR,ROAD TRANSPORT AND HIGHWAYS,MORTH,KARNATAKA,718.52,23.0,6.9,Low,"3 months past original date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24002193,CONSTRUCTION OF 4 LANE ROB AND ITS APPROACHES AT THE LEVEL OF CROSSING (L C NO. 29-B) OF KM 29 (EKAN,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,201.08,28.0,6.9,Low,elevated risk on combined profile
N24002180,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 166.100 TO KM,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,734.64,8.0,6.9,Low,no physical progress for 7 consecutive reports; pace is 0% of what the current date needs
N22000120,RATLAM-MHOW-KHANDWA-AKOLA (GC),RAILWAYS,WR,MADHYA PRADESH,5677.8,80.0,6.9,Low,agency anticipates +9% over approved cost; no physical progress for 8 consecutive reports; pace is 6% of what the current date needs
N24002159,REHABILITATION AND UP-GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 36.460 (TOTAL LENGH: 11.210 KM),ROAD TRANSPORT AND HIGHWAYS,NHIDCL,TRIPURA,174.43,16.61,6.9,Low,pace is 13% of what the current date needs
N04000113,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT.,CIVIL AVIATION,AAI,UTTAR PRADESH,579.0,13.0,6.8,Low,pace is 20% of what the current date needs
N24001693,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1751.18,0.0,6.8,Low,"8 months past original date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N18000346,KHAWDA 1255MW SOLAR PROJECT (KHAWDA SOLAR PARK),POWER,NTPC,GUJARAT,7235.79,89.0,6.8,Low,9 months past original date
N24002077,CONSTRUCTION OF (I) 4-LANE HIGHWAY FROM VIDISHA TO HINOTIYA FROM KM. 0.000 TO KM. 27.000 (LENGTH=27,ROAD TRANSPORT AND HIGHWAYS,NHAI,MADHYA PRADESH,1000.63,53.86,6.8,Low,elevated risk on combined profile
N24001929,CONSTRUCTION OF 4-LANE GREEN FIELD HIGHWAY FROM KM. 35.000 TO KM. 49.155 OF NH-731A WITH PAVED SHOUL,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,697.66,98.0,6.7,Low,elevated risk on combined profile
N24001981,CONSTRUCTION OF SIX LANING OF NAIDUPETA JUNCTION - TURPUKANUPUR SECTION FROM KM.57+046 TO KM.91+927,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1398.84,19.1,6.7,Low,pace is 8% of what the current date needs
N16000491,"CGD PROJECT AT EAST MEDNIPORE, WEST MEDNIPORE AND JHARGRAM DISTRICTS",PETROLEUM,IOCL,WEST BENGAL,609.0,2.1,6.7,Low,agency's own forecast is 15 months past its approved date; pace is 5% of what the current date needs
N24002241,"IMPROVEMENT AND UP-GRADATION OF NH-227B (84 KOSI PARIKRAMA MARG) PACKAGE ?III, FROM KM.47.800 (GOSAI",ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,587.97,3.0,6.7,Low,spend outruns works by 15pp
N24000980,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,298.32,,6.7,Low,"6.3y past original commissioning date; already past planned completion, no revised pace available"
N22000575,4TH LINE - BHILAI-BHILAI NAGAR (8.8 KM) (PB#72/NR/2022-23),RAILWAYS,SECR,CHHATTISGARH,169.06,2.0,6.7,Low,agency anticipates +5% over approved cost; pace is 3% of what the current date needs
N24002029,WIDENING TO FOUR LANE WITH PAVED SHOULDER FROM DESIGN KM.49.200 TO KM.89.285 OF NH-731B ON EPC MODE,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,956.3,47.0,6.6,Low,pace is 41% of what the current date needs; spend outruns works by 17pp
N24002033,CONSTRUCTION OF 4 LANE ACCESS CONTROLLED HIGHWAY FROM CHILLAKURU CROSS ROAD TO TURPUKANUPUR KM 0+000,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,909.47,32.3,6.6,Low,pace is 19% of what the current date needs
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART- C,POWER,PGCIL,RAJASTHAN,2227.0,18.6,6.6,Low,pace is 36% of what the current date needs
N04000112,"DARBHANGA:DEVELOPMENT OF NEW CIVIL ENCLAVE AT DARBHANGA, BIHAR. SH- CONSTRUCTION OF NEW TERMINAL BUI",CIVIL AVIATION,AAI,BIHAR,911.66,20.75,6.6,Low,pace is 37% of what the current date needs
N04000115,BAGDOGRA AIRPORT: DEVELOPMENT OF NEW CIVIL ENCLAVE AT BAGDOGRA AIRPORT. SUB-HEAD : CONSTRUCTION OF N,CIVIL AVIATION,AAI,WEST BENGAL,1549.0,9.62,6.6,Low,pace is 23% of what the current date needs
N24001952,NH 167 B KADAPA NELLORE BORDER TO CSPURAM I.E. FROM KM 58.635 TO KM 99.409,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,285.5,95.0,6.6,Low,no physical progress for 3 consecutive reports
N24002148,PADERU BYPASS (KM 0+000 TO KM 13+000) OF 2- LANE WITH PAVED SHOULDER ON NH-516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,244.43,0.0,6.6,Low,agency's own forecast is 23 months past its approved date; 15 months past original date; no physical progress for 9 consecutive reports
N24000931,REHABILITATION AND UPGRADATION OF EXISTING NH-167 FROM KM 14.900 TO KM 70.00 (DESIGN CH.14.900 TO 69,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,290.15,90.0,6.5,Low,agency's own forecast is 90 months past its approved date; 8.1y past original commissioning date; no physical progress for 4 consecutive reports
N06000217,EXPANSION PROJECT AMRAPALI OCP,COAL,CCL,JHARKHAND,5136.15,43.0,6.5,Low,elevated risk on combined profile
N16000509,POWER SYSTEM UPGRADATION PROJECT,PETROLEUM,MANGALORE REFIN,KARNATAKA,385.0,59.7,6.4,Low,elevated risk on combined profile
N42000005,CONSTRUCTION OF PERMANENT CAMPUS FOR INDIAN INSTITUTE OF TECHNOLOGY TIRUPATI AT MERLAPAKA VILLAGE YE,DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,ANDHRA PRADESH,655.34,95.0,6.4,Low,"5.0y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001811,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH-20 (NEW NH-154) (PACKAGE-IB),ROAD TRANSPORT AND HIGHWAYS,NHAI,HIMACHAL PRADESH,770.0,100.0,6.3,Low,"agency's own forecast is 11 months past its approved date; 12 months past original date; already past planned completion, no revised pace available"
N10000013,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PAN,MINES,NALCO,ODISHA,483.0,89.43,6.3,Low,agency anticipates +2% over approved cost; 4.2y past original commissioning date; pace is 49% of what the current date needs
N16000386,BARAUNI REFINERY CAPACITY EXPANSION FROM 6.0 TO 9.0 MMTPA,PETROLEUM,IOCL,BIHAR,18113.0,89.0,6.3,Low,2.2y past original commissioning date
N24000990,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,294.13,90.1,6.3,Low,"5.6y past original commissioning date; already past planned completion, no revised pace available"
N24001996,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER HIGHWAY FROM DESIGN CH.0.000 TO CH.49.2OO OF NH- 731B ON,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,602.76,81.0,6.3,Low,elevated risk on combined profile
N06000233,RAMPUR BATURA OC (4.0 MTY),COAL,SECL,MADHYA PRADESH,1248.93,44.0,6.2,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24000584,4-LANNING OF NH17 AND NEW NO. NH66 FROM KM 161/600 TO 205/400 UNDER HYBRID ANNUITY MODE,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,1907.03,95.17,6.2,Low,no physical progress for 9 consecutive reports
N24001915,IMPROVEMENT/CONSTRUCTION OF EXISTING CLASS-5 ROAD TO NH INTERMEDIATE LANE SPECIFICATION WITH HARD SH,ROAD TRANSPORT AND HIGHWAYS,BRO,HIMACHAL PRADESH,230.54,28.0,6.1,Low,pace is 16% of what the current date needs
N24002014,UPGRADATION AND STRENGTHENING TO 2 LANE PS FROM KM 95/500 TO KM 129/775 OF NH 168 G IDAR BHILODA SA,ROAD TRANSPORT AND HIGHWAYS,MORTH,GUJARAT,237.28,0.0,6.1,Low,18 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N06000243,EPR ROHINI KARKATA OCP,COAL,CCL,JHARKHAND,1020.42,18.0,6.1,Low,pace is 28% of what the current date needs
N06000245,EXPANSION OF KONAR OCP,COAL,CCL,JHARKHAND,799.34,32.0,6.1,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs; spend outruns works by 20pp
N24001771,SIX LANE ACCESS CONTROLLED OF DELHI SAHARANPUR HIGHWAY FROM AKSHARDHAM NH 9 JUNCTION TO DELHI UP BOR,ROAD TRANSPORT AND HIGHWAYS,NHAI,DELHI,1479.22,99.0,6.1,Low,"6 months past original date; no physical progress for 7 consecutive reports; already past planned completion, no revised pace available"
N22000579,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,RAILWAYS,SECR,CHHATTISGARH,167.64,0.0,6.1,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001903,REHABILITATION AND UP-GRADATION OF MUDKHED TO NANDED SECTION FROM KM. 372+000 TO KM 388+400 OF NH 16,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,206.54,10.0,6.1,Low,"2 months past original date; already past planned completion, no revised pace available"
N06000216,REVISED PROJECT REPORT MAGADH EXPANSION OCP,COAL,CCL,JHARKHAND,7254.37,38.0,6.1,Low,elevated risk on combined profile
N24001739,REHABILITATION AND UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1779.83,100.0,6.1,Low,"agency anticipates +24% over approved cost; 19 months past original date; already past planned completion, no revised pace available"
N16000528,PIPELINE NETWORK PROJECT RUDRASAGAR,PETROLEUM,ONGC,ASSAM,344.99,46.3,6.0,Low,pace is 22% of what the current date needs
N24001166,WIDENING TWO LANE WITH PAVED SHOULDERS FROM FROM KM.56.00 TO 106.00 OF NH-218 (218-KNT-2014-15- 775),ROAD TRANSPORT AND HIGHWAYS,MORTH,KARNATAKA,159.12,98.0,6.0,Low,"agency's own forecast is 102 months past its approved date; 9.4y past original commissioning date; already past planned completion, no revised pace available"
N24001842,6L ACCESS CONTROLLED GREENFIELD HIGHWAY FROM VANAVOLU 24.300 KM. TO VANKARAKUNTA 45.700 KM. OF NH 5,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,750.81,50.78,6.0,Low,pace is 32% of what the current date needs
N06000241,EPR TAPIN SOUTH OCP,COAL,CCL,JHARKHAND,230.41,18.3,6.0,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N06000237,KOTRE BASANTPUR PACHMO OCP,COAL,CCL,JHARKHAND,625.4,41.0,6.0,Low,no physical progress for 5 consecutive reports; spend outruns works by 30pp
N24001991,ACCESS ROAD/BRIDGE CONNECTIVITY FROM NH-09 AT KM.40 NEAR JAGBUDA BRIDGE (INDIA) TO BOUNDARY PILLAR,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTARAKHAND,314.31,71.79,6.0,Low,9 months past original date; date already moved 3x in 10 months
