State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
GUJARAT,POWER,379,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,PGCIL,N18000358,3-2023,3/2025,N.A.,4/2025,815.12,N.A.,815.12,10.99,83.00
GUJARAT,POWER,380,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",PGCIL,N18000359,3-2023,12/2024,N.A.,5/2025,966.79,N.A.,966.79,548.22,90.00
GUJARAT,POWER,381,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",PGCIL,N18000360,3-2023,3/2025,N.A.,6/2025,"1,167.55",N.A.,"1,167.55",677.14,69.00
GUJARAT,POWER,382,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",PGCIL,N18000361,3-2023,3/2025,N.A.,6/2025,"2,820.99",N.A.,"2,820.99","2,304.46",68.00
GUJARAT,POWER,383,DAYAPAR WIND- III (HYBRID TRANCHE-V),NTPC,N18000366,5-2023,1/2025,N.A.,12/2025,"1,095.01",N.A.,"1,095.01",341.83,-
GUJARAT,POWER,384,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3,PGCIL,N18000383,7-2023,7/2025,N.A.,7/2025,334.00,N.A.,334.00,0.00,12.00
GUJARAT,POWER,385,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA,PGCIL,N18000384,12-2023,12/2025,N.A.,12/2025,"3,752.00",N.A.,"3,752.00",617.02,9.00
GUJARAT,POWER,386,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,PGCIL,N18000390,5-2024,5/2026,N.A.,5/2026,679.00,N.A.,679.00,0.00,9.00
GUJARAT,POWER,387,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,PGCIL,N18000400,10-2024,10/2026,N.A.,10/2026,"4,766.00",N.A.,"4,766.00",110.00,1.00
GUJARAT,POWER,388,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,PGCIL,N18000402,11-2024,11/2026,N.A.,11/2026,501.00,N.A.,501.00,0.00,1.00
GUJARAT,POWER,389,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,PGCIL,N18000405,11-2024,5/2029,N.A.,5/2029,"24,819.00",N.A.,"24,819.00","1,340.00",1.00
GUJARAT,POWER,390,600 MW SOLAR POWER PROJECT UNDER CPSU SCHEME,NHPC,N18000406,4-2022,3/2026,N.A.,3/2026,"4,100.45",N.A.,"4,100.45",0.70,9.00
GUJARAT,POWER,391,KHAVDA 1200MW (4X300MW) IN KHAVDA RE PARK,NTPC,N18000365,6-2023,12/2024,N.A.,2/2026,"6,283.81",N.A.,"6,283.81","1,667.94",16.00
GUJARAT,POWER,392,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,PGCIL,N18000398,10-2024,7/2026,N.A.,7/2026,329.00,N.A.,329.00,0.00,1.00
GUJARAT,POWER,393,GUJARAT 200 MW (GUVNL TENDER),NTPC,N18000295,1-2021,7/2022,N.A.,9/2025,842.27,N.A.,842.27,767.91,30.00
GUJARAT,POWER,394,"150 MW SOLAR PV PROJECT IN GUJARAT (LIMBDI, MESANKA AND RADHANPUR)",NTPC,N18000296,5-2021,9/2022,N.A.,4/2025,674.92,N.A.,674.92,572.44,91.00
GUJARAT,POWER,395,DAYAPAR WIND ENERGY PROJECT 150MW,NTPC,N18000319,11-2021,5/2023,N.A.,5/2025,937.80,N.A.,937.80,787.28,98.00
GUJARAT,POWER,396,Bagodara Solar Power Project,SJVN,N18000297,5 - 2 0 2 1,1 0 / 2 0 2 2,N.A.,12/2025,339.35,N.A.,339.35,317.31,51.22
GUJARAT,POWER,397,DAYAPAR WIND ENERGY PROJECT 200MW,NTPC,N18000345,7-2022,3/2025,N.A.,3/2026,"1,316.02",N.A.,"1,316.02",324.05,23.00
GUJARAT,POWER,398,KHAWDA 1255MW SOLAR PROJECT (KHAWDA SOLAR PARK),NTPC,N18000346,9-2022,9/2024,N.A.,6/2025,"7,179.54",N.A.,"7,179.54","4,462.12",61.00
GUJARAT,POWER,399,BHUJ SOLAR 300MW (TRANCHE- IV WIND SOLAR HYBRID),NTPC,N18000349,11-2022,3/2024,N.A.,1/2026,"1,442.60",N.A.,"1,442.60",792.36,2.00
GUJARAT,RAILWAYS,400,PETLAD-BHADRAN (22.5 KM),WR,N22000538,5 - 2 0 2 2,5 / 2 0 3 0,Dec-25,12/2025,202.50,307.12,307.12,80.48,8.00
GUJARAT,RAILWAYS,401,MEHSANA PALANPUR DOUBLING PROJECT 65.10 KMS,WR,N22000505,4-2018,3/2024,Oct-24,10/2024,537.31,537.31,688.74,844.55,100.00
GUJARAT,RAILWAYS,402,HIMMATNAGAR-KHEDBRAHMA (54.83 KM),WR,N22000537,6-2022,2/2030,Jun-25,6/2025,354.99,482.42,482.42,813.37,84.00
GUJARAT,RAILWAYS,403,ANAND GODHRA DOUBLING PROJECT 79 KMS,WR,N22000504,4-2017,3/2020,Feb-25,2/2025,692.25,692.26,692.26,669.82,97.00
GUJARAT,RAILWAYS,404,NADIAD-PETLAD (37.26 KM),WR,N22000539,5 - 2 0 2 2,6 / 2 0 3 0,N.A.,12/2025,335.34,461.91,461.91,73.23,7.00
GUJARAT,RAILWAYS,405,SAMLAYA-TIMBA ROAD (53.53 KM),WR,N22000540,2-2023,3/2030,Jul-26,7/2026,401.48,670.17,670.17,81.42,12.00
GUJARAT,RAILWAYS,406,SAMNI-JAMBUSAR (24.08 KM),WR,N22000541,5 - 2 0 2 2,3 / 2 0 3 0,Dec-25,12/2025,216.72,349.93,349.93,83.66,25.00
GUJARAT,RAILWAYS,407,VIJAPUR-AMBLIYASAN (41.53 KM),WR,N22000547,5 - 2 0 2 2,3 / 2 0 3 0,Jun-25,6/2025,309.81,415.38,415.38,557.55,75.00
GUJARAT,RAILWAYS,408,ADRAJ MOTI-VIAJAPUR (39.75 KM),WR,N22000548,5 - 2 0 2 2,5 / 2 0 3 0,Jul-25,5/2030,296.54,N.A.,296.54,19.57,55.00
GUJARAT,RAILWAYS,409,NEW BG LINE INTERSECTION (5 NOS) BETWEEN GERATPUR- SANAND AND BOTAD- AHMEDABAD (16.51 KM) (PB29/NR/20,WR,N22000551,10-2022,10/2027,Feb-27,10/2027,437.21,N.A.,437.21,0.10,-
GUJARAT,RAILWAYS,410,NEW BG LINE BETWEEN NALIYA- JAKHAU PORT,WR,N22000550,2-2023,1/2028,Sep-26,9/2026,410.46,410.46,410.46,33.63,2.00
GUJARAT,RAILWAYS,411,TARANGA HILL ABU ROAD VIA AMBAJI NEW LINE,NWR,N22000592,7-2022,7/2030,N.A.,12/2026,"1,695.82",N.A.,"2,798.16",990.84,10.00
GUJARAT,RAILWAYS,412,JUNAGARH -VISAVADAR (42.28) KM,RVNL,N22000600,6-2022,12/2026,N.A.,12/2026,492.83,N.A.,492.83,0.00,-
GUJARAT,RAILWAYS,413,MIYAGAM-KARJAN-DABHOI- SAMLAYA (GC),WR,N22000142,4-2011,,Oct-26,10/2026,844.10,844.10,844.10,593.17,41.00
GUJARAT,RAILWAYS,414,MODASA- SHAMLAJI NEW LINE ( MM OF AHMEDABAD- HIMMATNAGAR-UDAIPUR (299.2 KM)),WR,N22000622,9-2012,3/2027,Feb-26,2/2026,261.68,261.68,261.68,648.40,45.00
GUJARAT,RAILWAYS,415,4TH LINE BETWEEN BAREJADI NANDEJ (GERATPUR)- SANAND (38.20 KM) (AHMEDABAD BYPASS).,WR,N22000532,2-2023,3/2027,Feb-27,2/2027,961.67,961.67,961.67,107.56,2.50
GUJARAT,RAILWAYS,416,QUADRUPLING BETWEEN GANDHIDHAM - ADIPUR WITH Y CONNECTION AT ADIPUR FOR PROVIDING DIRECT ENTRY TOWAR,WR,N22000533,2-2023,12/2025,Oct-25,10/2025,152.44,152.44,152.44,60.81,20.00
GUJARAT,RAILWAYS,417,RAJKOT-KANALUS (111.20 KM),WR,N22000535,1 0 - 2 0 2 1,1 0 / 2 0 2 6,Mar-26,3/2026,"1,011.72","1,080.58","1,080.58","1,331.54",65.00
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,418,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF BHIMASAR JUNCTION OF NH-41 TO ANJAR BHUJ UPTO AIRPORT,NHAI,N24001785,3-2022,6/2025,N.A.,6/2025,"1,373.06","1,085.00","1,373.06",538.63,77.71
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,419,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 103.400 TO KM 128.000 OF VADODARA MU,NHAI,N24001786,3-2021,3/2024,N.A.,12/2025,"1,259.00","2,652.24","1,910.00",278.29,34.08
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,420,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 217.500 TO KM 254.430 OF VADODARA MU,NHAI,N24001788,7-2020,12/2023,N.A.,4/2025,"2,271.86","3,372.97","3,916.00","1,099.57",98.10
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,421,CONSTRUCTION OF EIGHT LANE EXPRESSWAY FROM KM 190.000 TO KM 217.500 GANDEVA TO ENA SECTION OF VADODA,NHAI,N24001789,7-2020,8/2023,N.A.,4/2025,"1,710.30","2,665.08","1,927.00",709.63,90.56
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,422,SANCHORE - SANTALPUR FROM KM 67.000- KM 99.000 OF NH-754K (AJ-RGBS-PACKAGE-3),NHAI,N24001790,2-2020,8/2023,Dec-24,12/2024,752.30,N.A.,766.20,452.13,98.14
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,423,SANCHORE - SANTALPUR FROM KM 4.888 - KM 35.000 OF NH-754K (AJ-RGBS-PACKAGE-1),NHAI,N24001791,2-2020,6/2023,Mar-24,5/2024,606.51,N.A.,657.00,453.89,98.99
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,424,4L OF BAL WORKS OF TALAJA - MAHUVA FROM 54.990 KM. TO 100.450 KM. OF OLD NH-8E (PACKAGE-II),NHAI,N24001792,3-2021,9/2022,N.A.,1/2025,536.03,N.A.,536.03,480.77,99.48
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,425,4L OF BAL WORKS OF MAHUVA TO KAGVADAR FROM 100.450 KM. TO 140.470 KM. OF NH-8E (PKG- III),NHAI,N24001793,3-2021,9/2022,N.A.,4/2025,485.75,N.A.,485.75,391.55,98.17
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,426,SANCHORE - SANTALPUR FROM KM 99.000- KM 130.073 OF NH- 754K (AJ-RGBS-PACKAGE-4),NHAI,N24001794,2-2020,3/2023,Dec-24,12/2024,778.15,N.A.,785.67,547.22,99.70
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,427,4L KODINAR - VERAVAL (PACKAGE VI) FROM KM. 222.400 TO KM. 230.00 (KODINAR BYPASS) OF NH-8E (NH 51 NE,NHAI,N24001827,3-2022,3/2023,N.A.,3/2025,162.73,N.A.,162.73,131.79,95.30
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,428,FOUR LANING OF BHAVNAGAR- TALAJA SECTION OF NH-8E FROM KM. 7.090 TO KM. 53.585 (DESIGN CH FROM KM. 6.,NHAI,N24000567,5-2016,8/2019,N.A.,6/2024,998.18,N.A.,998.18,802.34,100.00
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,429,FOUR LANING OF KAGAVADAR - UNA SECTION OF NH-8E FROM KM 139.915 TO KM 180.478 (PACKAGE-IV) IN THE ST,NHAI,N24000569,5-2016,9/2019,May-24,5/2025,723.64,N.A.,723.64,561.37,96.35
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,430,FOUR LANING OF UNA TO KODINAR OF NH-8E FROM KM. 180.478 TO KM 221.610 (PACKAGE- V) IN THE STATE OF GU,NHAI,N24000570,5-2016,8/2019,N.A.,3/2025,763.08,N.A.,763.08,518.95,99.43
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,431,4-LANNING OF KODINAR TO VERAVAL SECTION OF NH-8E FROM KM 221.610 TO KM 263.000,NHAI,N24000592,7-2016,7/2020,N.A.,3/2025,829.97,N.A.,829.97,484.03,95.19
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,432,SIX LANNING FROM KM. 401.200 TO 494.410 OF NH-8 ON HYBRID ANNUITY MODE UNDER NHDP- V(PKG VI)REG.,NHAI,N24000649,1-2017,12/2020,Jun-25,6/2025,"1,251.11","1,527.75","1,527.75",684.13,83.84
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,433,UPGRADATION AND STRENGTHENING TO 2 LANE PS FROM KM 95/500 TO KM 129/775 OF NH 168 G IDAR BHILODA SA,MoRTH,N24002014,9-2022,12/2023,Dec-25,12/2025,237.28,N.A.,237.28,0.59,-
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,434,UPGRADATION TO 4L PS DIVIDED CARRIAGEWAY FROM PATAN (NEAR RAJPUR) TO GOJARIYA FROM KM 52.000 TO KM 1,NHAI,N24002034,12-2021,3/2025,N.A.,3/2025,"1,181.34","1,181.00","1,181.34",487.49,69.17
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,435,WIDENING TO 6L OF EXISTING 4L JETPUR - GONDAL - RAJKOT SECTION FROM KM. 117.600 TO KM. 185.00 ON NH-,NHAI,N24002035,9-2023,9/2025,N.A.,9/2025,"2,070.44",N.A.,"2,070.44",312.19,20.77
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,436,CONSTRUCTION OF EIGHT LANE VADODARA KIM EXPRESSWAY FROM KM 254.430 TO KM 279.000 (KIM TO ANKLESHWAR,NHAI,N24000834,3-2018,10/2021,May-25,5/2025,"1,161.39","1,738.03","1,404.00",519.40,76.99
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,437,CONSTRUCTION OF MISSING LINKS (SINGLE LANE) IN LAKHPAT GADULI HAJIPIR ODMA KHAVDA DHOLAVIRA MAUVANA,MoRTH,N24000925,10-2018,11/2020,Sep-24,9/2024,400.76,394.44,394.44,287.39,87.00
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,438,UPGRADATION OF DHORAJI JAMKANDORNA KALAVAD SECTION OF NH 927D FROM DESIGN CHAINAGE KM 00 TO KM 58.11,MoRTH,N24002117,10-2022,2/2024,Feb-26,2/2026,246.60,291.00,291.00,29.33,15.00
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,439,UPGRADATION TO TWO LANE WITH PAVED SHULDER CONFIGUARATION FROM KM 00 TO 47 OF NH 351 MAHUVA TO BADHA,MoRTH,N24002118,12-2022,2/2024,Aug-25,8/2025,173.06,N.A.,219.00,0.15,-
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,440,WORK OF DEVELOPMENT AND CONSTRUCTION OF ELEVATED CORRIDORFROM KM 38/660 TO KM 42/690 (ISCON JUNCTION,MoRTH,N24002182,3-2023,3/2026,N.A.,3/2026,530.20,N.A.,530.20,0.00,-
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,441,"WIDENING 2 LANE TO 4-LANE FROM KM 92/320 TO KM 115/320 (VAV CHOKDI-SATLASANA TO TO VRUNDAVAN CHOKDI,",MoRTH,N24002183,3-2022,3/2026,N.A.,3/2026,151.13,N.A.,171.00,0.00,-
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,442,CONSTRUCTION OF ROB WITH APPROACHES IN LIEU OF L C NO 165 OF AHMEDABAD PALANPUR BETWEEN RAILWAY STAT,MoRTH,N24001427,6-2020,4/2023,Sep-24,9/2024,166.21,N.A.,166.21,98.65,93.00
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,443,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF SARDAR PATEL RING ROAD TO SINDHREJ VILLAGE (CH. 0,NHAI,N24001443,5-2020,3/2024,Nov-24,1/2025,690.30,929.95,929.95,"1,193.08",86.40
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,444,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF SINDHREJ VILLAGE (CH. 22.00 TO CH. 48.52) SECTION,NHAI,N24001444,5-2020,1/2024,Nov-24,1/2025,882.00,N.A.,882.00,"1,256.69",93.05
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,445,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF VEJALLKA VILLAGE TO START OF DSIR ZONE OF AHMEDAB,NHAI,N24001445,5-2020,7/2023,Nov-24,1/2025,691.52,903.85,903.85,909.80,93.05
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,446,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF DSIR ZONE OF AHMEDABAD DISTRICT TO ADHELAI VILLAG,NHAI,N24001446,5-2020,12/2023,Nov-24,1/2025,894.00,"1,210.06","1,210.06","1,025.93",88.84
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,447,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 26,NHAI,N24001515,9-2020,2/2024,N.A.,11/2025,"1,542.02",N.A.,"1,542.02",954.48,67.85
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,448,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 27,NHAI,N24001516,9-2020,2/2024,Apr-25,4/2025,"1,185.69",N.A.,"1,185.69",948.23,92.70
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,449,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 30,NHAI,N24001518,11-2019,9/2023,N.A.,4/2025,"1,669.56",N.A.,"1,669.56","1,066.35",95.77
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,450,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 28,NHAI,N24001519,9-2020,11/2023,N.A.,4/2025,"1,198.55",N.A.,"1,198.55",895.39,95.70
GUJARAT,ROAD TRANSPORT AND HIGHWAYS,451,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 31,NHAI,N24001520,11-2019,5/2024,N.A.,6/2025,"1,604.06",N.A.,"1,604.06","1,235.25",95.73
GUJARAT,URBAN DEVELOPMENT,452,AHMEDABAD METRO RAIL PROJECT PHASE 1,AMR,N28000122,11-2014,12/2018,N.A.,8/2025,"10,773.00",N.A.,"12,924.55","12,462.07",99.88
GUJARAT,URBAN DEVELOPMENT,453,AHMEDABAD METRO RAIL PROJECT PHASE II,AMR,N28000137,3-2019,3/2024,N.A.,12/2025,"5,384.17",N.A.,"5,384.17","3,979.29",84.26
GUJARAT,URBAN DEVELOPMENT,454,SURAT METRO RAIL PROJECT,AMR,N28000138,3 - 2 0 1 9,3 / 2 0 2 4,N.A.,6/2026,"12,020.32",N.A.,"12,020.32","6,662.69",63.98
HARYANA,HEALTH AND FAMILY WELFARE,455,"ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT MANETHI, HARYANA.",HITES,N21000032,3-2019,3/2023,Mar-26,3/2026,"1,294.34","1,294.34","1,294.34",244.20,14.92
HARYANA,HOME AFFAIRS,456,"C/o separate family accommodation (Phase-I) on EPC basis for SSB at Faridabad (Haryana)""",CPWD FOR MHA,N28000147,1-2020,10/2023,Mar-25,6/2025,166.98,170.23,170.23,132.08,95.00
HARYANA,PETROLEUM,457,CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25 MMTPA,IOCL,N16000412,2-2021,9/2024,Dec-25,12/2025,"34,627.00","38,231.00","38,231.00","19,053.36",83.90
HARYANA,PETROLEUM,458,POLY BUTADIENE RUBBER PLANT AT PANIPAT,IOCL,N16000458,3-2022,3/2025,Jun-26,6/2026,"1,459.00","2,948.62","2,948.62",875.48,60.10
HARYANA,PETROLEUM,459,R and D CAMPUS II AT FARIDABAD,IOCL,N16000375,6-2019,12/2022,Jul-25,7/2025,"2,281.94","3,219.94","3,219.94","1,689.98",62.50
HARYANA,RAILWAYS,460,DOUBLING BETWEEN BHIWANI- DOBH BAHALI,NWR,N22000604,2-2023,2/2028,N.A.,12/2025,471.06,N.A.,471.06,77.96,40.00
HARYANA,RAILWAYS,461,DOUBLING BETWEEN REWARI- KATHUWAS (27.73 KM),NWR,N22000606,2-2023,6/2027,N.A.,12/2025,352.41,N.A.,352.41,142.38,31.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,462,CONSTRUCTION OF GURGAON - PATAUDI - REWARI SECTION OF NH-352W (DESIGN LENGTH 46.11 KM) AS FEEDER ROU,NHAI,N24001774,12-2020,11/2023,N.A.,6/2024,"1,524.03",N.A.,"1,524.03","1,092.89",62.55
HARYANA,ROAD TRANSPORT AND HIGHWAYS,463,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE,NHAI,N24001775,2-2020,1/2023,Dec-24,12/2024,808.31,N.A.,958.00,881.78,100.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,464,CONSTRUCTION OF 8LANE EXPRESSWAY NE4 STARTING BEFORE KMP EXPRESSWAY AND ENDS AT CH. 47+000 NEAR KHAN,NHAI,N24001783,11-2018,9/2021,N.A.,4/2025,"2,252.75",N.A.,"2,252.75","1,223.07",99.95
HARYANA,ROAD TRANSPORT AND HIGHWAYS,465,UPGRADATION OF EXISTING 4 LANE ISMAILABAD-AMBALA SECTION (KM. 0+000 TO KM 42+500) (PART OF AMBALA-KO,NHAI,N24002037,1-2023,12/2025,N.A.,3/2026,609.32,609.00,609.00,180.20,41.50
HARYANA,ROAD TRANSPORT AND HIGHWAYS,466,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN,NHAI,N24002038,11-2022,8/2025,N.A.,8/2025,"1,691.45","1,998.00","1,998.00",640.26,57.50
HARYANA,ROAD TRANSPORT AND HIGHWAYS,467,CONSTRUCTION OF 6-LANE GREENFIELD AMBALA RING ROAD STARTING FROM JUNCTION WITH SHAMLI-AMBALA SECTION,NHAI,N24002039,2-2023,10/2025,N.A.,10/2025,"1,088.64","1,178.00","1,178.00",391.10,45.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,468,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM RANIPUR BARSI (SAHARANPUR DISTRICT) TO ADHOYA,NHAI,N24002040,4-2022,5/2025,N.A.,5/2028,"1,554.21",N.A.,"1,554.21",515.64,52.50
HARYANA,ROAD TRANSPORT AND HIGHWAYS,469,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM ADHOYA MUSALMANA (AMBALA DISTRICT) TO SADOPUR,NHAI,N24002041,4-2022,5/2025,N.A.,5/2025,"1,491.71",N.A.,"1,491.71",706.26,49.70
HARYANA,ROAD TRANSPORT AND HIGHWAYS,470,CONSTRUCTION OF 4-LANING OF BHIWANI HANSI ROAD SECTION OF NH 148B (DESIGN LENGTH 42.934 KM) UNDER BH,NHAI,N24002042,11-2022,12/2025,N.A.,12/2025,"1,322.13",N.A.,"1,322.13",315.33,73.13
HARYANA,ROAD TRANSPORT AND HIGHWAYS,471,CONSTRUCTION OF 4-LANE GREENFIELD JALBEHRA - SHAHBAD SECTION OF NH ? 152G FROM KM 0+000 TO KM 22+850,NHAI,N24002043,3-2022,6/2025,N.A.,6/2025,927.22,"1,173.66","1,173.66",458.86,65.35
HARYANA,ROAD TRANSPORT AND HIGHWAYS,472,4L AMBALA - KALAAMB FROM KM. -0.800 TO KM. 33.015 OF OLD NH- 72,NHAI,N24002044,6-2023,6/2025,N.A.,6/2025,629.16,N.A.,629.16,191.00,85.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,473,CONSTRUCTION OF GREENFIELD CONNECTIVITY TO JEWAR INTERNATIONAL AIRPORT FROM DND FARIDABAD BALLABHGAR,NHAI,N24002048,7-2022,6/2025,N.A.,3/2026,"2,414.67","2,898.00","2,898.00","1,190.43",43.86
HARYANA,ROAD TRANSPORT AND HIGHWAYS,474,"CONSTRUCTION OF 4-LANE NH- 344P-PACKAGE-4 (FROM KM 0+000 TO KM 29+600, 29.6KM), STARTING FROM BAWANA",NHAI,N24001532,11-2021,11/2023,Jan-24,8/2024,694.00,"1,918.00","1,500.00","1,682.82",100.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,475,CONSTRUCTION OF 4-LANE GREEN FIELD DELHI-AMRITSAR- KATRA EXPRESSWAY (NE-05) FROM JUSSUR KHERI ON KMP,NHAI,N24001533,11-2020,12/2023,N.A.,3/2025,"1,690.23",N.A.,"2,010.17","1,368.33",98.50
HARYANA,ROAD TRANSPORT AND HIGHWAYS,476,CONSTRUCTION OF FOUR-LANE GREENFIELD DELHI-AMRITSAR- KATRA EXPRESSWAY FROM JUNCTION WITH ROHTAK-PANIP,NHAI,N24001534,12-2020,1/2024,Apr-24,3/2025,"1,334.04",N.A.,"1,334.00",997.01,99.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,477,4-LANING OF GOHANA-SONIPAT (PKG-2) SECTION FROM KM 40.601 TO KM 78.837 (LENGTH = 38.236KM) OF NH-352,NHAI,N24001535,7-2020,7/2022,May-24,4/2025,899.00,"1,882.46","1,882.46","1,123.98",93.10
HARYANA,ROAD TRANSPORT AND HIGHWAYS,478,FOUR LANING OF JIND GOHANA GREENFIELD ALIGNMENT PACKAGE 1 IN THE STATE OF HARYANA UNDER HYBRID ANNUI,NHAI,N24001536,7-2020,7/2022,N.A.,3/2025,817.00,"1,605.00","1,605.00","1,025.56",99.10
HARYANA,ROAD TRANSPORT AND HIGHWAYS,479,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-III) F,NHAI,N24001633,12-2020,12/2023,Mar-24,3/2025,"1,430.88","1,813.91","1,813.91","1,122.45",99.90
HARYANA,ROAD TRANSPORT AND HIGHWAYS,480,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-IV) FRO,NHAI,N24001634,1-2021,12/2023,Mar-24,4/2025,"1,306.95","1,564.14","1,564.14",942.66,99.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,481,4 LANING OF JAGADHRI TAJEWALA ROAD SECTION OF NH 907 (OLD NH 73A) UNDER NH(O) (PKG 1) IN THE STATE O,NHAI,N24001635,3-2022,2/2025,N.A.,2/2025,"1,269.50",N.A.,"1,269.50",223.00,50.00
HARYANA,ROAD TRANSPORT AND HIGHWAYS,482,4- LANING OF ROHTAK-JIND SECTION FROM KM. 307+000 TO KM. 347+800 OF NH-71 AND CONNECTING LINK FROM K,NHAI,N24001673,3-2020,3/2023,Nov-24,3/2025,510.97,N.A.,510.97,529.00,94.20
